,origin,destination,flow,cost,O,D,log_O,log_D,log_cost,log_flow,spline_0,spline_1,spline_2,spline_3,spline_4,spline_5,spline_6,spline_7,spline_8
31585,8743a1368ffffff,8743acca4ffffff,13,9.676085062705829,4873,858,8.491465042843506,6.754604099487962,9.177516005036154,2.6390573296152584,6.797088480925734e-05,0.20099797939690797,0.6626057729721937,0.13632827674608908,0.0,0.0,0.0,0.0,0.0
31586,8743a1368ffffff,8743acca5ffffff,3,11.761122242752412,4873,461,8.491465042843506,6.133398042996649,9.372639667990244,1.3862943611198906,0.0,0.04530252489824179,0.5644534502245634,0.3829610763056655,0.007282948571529388,0.0,0.0,0.0,0.0
31587,8743a1368ffffff,8743acca6ffffff,63,8.034672701124604,4873,3364,8.491465042843506,8.120886021092838,8.991645996026802,4.1588830833596715,0.015182198160669517,0.40502449534674123,0.5425306073198114,0.037262699172777934,0.0,0.0,0.0,0.0,0.0
31590,8743a1368ffffff,8743accaaffffff,1,15.000457764380817,4873,616,8.491465042843506,6.423246963533519,9.615902659654314,0.6931471805599453,0.0,0.0,0.16662089441942163,0.6666666582851213,0.16671244729532927,1.2789828666625784e-13,0.0,0.0,0.0
31592,8743a1368ffffff,8743accacffffff,8,14.700044907932842,4873,1783,8.491465042843506,7.48605261786314,9.595673852412911,2.1972245773362196,0.0,3.598383556412308e-05,0.19835368551183044,0.6631756958830783,0.13843463476952708,0.0,0.0,0.0,0.0
31594,8743a1368ffffff,8743accaeffffff,6,13.572510875385872,4873,1861,8.491465042843506,7.528869256642251,9.515875442680906,1.9459101490553132,0.0,0.0038784407509665515,0.33853476089301204,0.5967929808839019,0.06079381747211949,0.0,0.0,0.0,0.0
31595,8743a1368ffffff,8743accb0ffffff,76,6.1637104572549495,4873,1587,8.491465042843506,7.369600720526409,8.726596448924555,4.343805421853684,0.11291824758988078,0.5811620590136172,0.30381846361542714,0.0021012297810750085,0.0,0.0,0.0,0.0,0.0
31596,8743a1368ffffff,8743accb1ffffff,30,8.328771842568369,4873,1193,8.491465042843506,7.084226422097916,9.027591344938045,3.4339872044851463,0.009335492367145677,0.3678667379703365,0.573617509233265,0.04918026042925293,0.0,0.0,0.0,0.0,0.0
31597,8743a1368ffffff,8743accb2ffffff,1,6.362455420984395,4873,7,8.491465042843506,1.9459101490553132,8.758326813983567,0.6931471805599453,0.09626201957051696,0.5704443568568708,0.3299214832346679,0.003372140337944518,0.0,0.0,0.0,0.0,0.0
31598,8743a1368ffffff,8743accb3ffffff,30,8.211487941552601,4873,619,8.491465042843506,6.428105272684596,9.013411194487691,3.4339872044851463,0.011442096690277835,0.3827951545649933,0.5615998447187524,0.044162904025976606,0.0,0.0,0.0,0.0,0.0
31599,8743a1368ffffff,8743accb4ffffff,87,4.52157286962599,4873,1268,8.491465042843506,7.145196134997171,8.416836329826427,4.477336814478207,0.32709772765350753,0.5487704123952252,0.12325579282273517,0.0,0.0,0.0,0.0,0.0,0.0
31600,8743a1368ffffff,8743accb5ffffff,51,6.783333773684194,4873,1038,8.491465042843506,6.945051063725834,8.822371376391787,3.9512437185814275,0.066565315254881,0.539953052600607,0.3859196327155979,0.007561999428914103,0.0,0.0,0.0,0.0,0.0
31601,8743a1368ffffff,8743accb6ffffff,40,4.105102122318468,4873,397,8.491465042843506,5.983936280687191,8.320229468754846,3.713572066704308,0.3982265400608535,0.5038019235083199,0.09223816046754464,0.0,0.0,0.0,0.0,0.0,0.0
31613,8743a1368ffffff,8743acd98ffffff,49,5.914641867060456,4873,870,8.491465042843506,6.76849321164863,8.68535528566639,3.912023005428146,0.1363704888633774,0.590807694100246,0.2718016014184104,0.0010202156179661965,0.0,0.0,0.0,0.0,0.0
31614,8743a1368ffffff,8743acd99ffffff,31,7.6930199787297955,4873,1010,8.491465042843506,6.917705609835305,8.948198679972476,3.4657359027997265,0.024556218900876964,0.44650996106243834,0.5028928317268256,0.02604098830985904,0.0,0.0,0.0,0.0,0.0
31615,8743a1368ffffff,8743acd9affffff,218,3.845454253981338,4873,2463,8.491465042843506,7.809135398120538,8.254907029933777,5.389071729816501,0.44162539545276097,0.47024311734680857,0.07581963414926937,0.0,0.0,0.0,0.0,0.0,0.0
31616,8743a1368ffffff,8743acd9bffffff,220,5.87810361635627,4873,4836,8.491465042843506,8.483843211734683,8.679159583073657,5.3981627015177525,0.14006228476058982,0.5918449032062353,0.2671900442880361,0.0009027677451389571,0.0,0.0,0.0,0.0,0.0
31617,8743a1368ffffff,8743acd9cffffff,4,6.877888846363064,4873,17,8.491465042843506,2.833213344056216,8.83621241299498,1.6094379124341003,0.060866044337071455,0.5318085730238102,0.39849563311424313,0.008829749524875304,0.0,0.0,0.0,0.0,0.0
31618,8743a1368ffffff,8743acd9dffffff,3,8.105821471315654,4873,20,8.491465042843506,2.995732273553991,9.000461143197882,1.3862943611198906,0.013592292877351487,0.39612741545852376,0.5503347604802179,0.03994553118390695,0.0,0.0,0.0,0.0,0.0
31619,8743a1368ffffff,8743acd9effffff,12,4.584659716277599,4873,153,8.491465042843506,5.030437921392435,8.43068926011483,2.5649493574615367,0.3164731784027226,0.5544663700419056,0.12848725687302004,0.0,0.0,0.0,0.0,0.0,0.0
31658,8743a1369ffffff,8743a1264ffffff,1,10.36795127400225,2735,123,7.913886714856082,4.812184355372417,9.246571165347916,0.6931471805599453,0.0,0.13251288041575598,0.6614504060195215,0.2059702919132394,6.642165148329124e-05,0.0,0.0,0.0,0.0
31679,8743a1369ffffff,8743a1300ffffff,1,22.649986414476853,2735,3349,7.913886714856082,8.116417072794205,10.027958680270922,0.6931471805599453,0.0,0.0,0.0,0.017304133439274578,0.4602069019440248,0.4980501470425423,0.024438817574158337,0.0,0.0
31680,8743a1369ffffff,8743a1301ffffff,1,20.43785369048536,2735,5878,7.913886714856082,8.678971846978863,9.925192961066205,0.6931471805599453,0.0,0.0,0.0,0.12660369004447394,0.6593338064730703,0.21395226422207791,0.0001102392603778341,0.0,0.0
31684,8743a1369ffffff,8743a1308ffffff,1,17.609978989527537,2735,1950,7.913886714856082,7.575584651557793,9.776277792763175,0.6931471805599453,0.0,0.0,0.018203038726565864,0.4653036601442116,0.4927877656263718,0.023705535502850764,0.0,0.0,0.0
31685,8743a1369ffffff,8743a1309ffffff,1,15.519836181470874,2735,1227,7.913886714856082,7.112327444710911,9.649938669957953,0.6931471805599453,0.0,0.0,0.1199003414278774,0.6564193810530969,0.22349297731599949,0.0001873002030263103,0.0,0.0,0.0
31686,8743a1369ffffff,8743a130affffff,1,19.317547961737354,2735,962,7.913886714856082,6.8690144506657065,9.868820947682089,0.6931471805599453,0.0,0.0,0.00042379433027166767,0.24295530319269312,0.6493084182763281,0.1073124842007072,0.0,0.0,0.0
31688,8743a1369ffffff,8743a130cffffff,2,18.235435919164278,2735,4099,7.913886714856082,8.318498320504338,9.811176845366793,1.0986122886681098,0.0,0.0,0.007325732229688892,0.3834196059686845,0.5640964075407086,0.0451582542609179,0.0,0.0,0.0
31689,8743a1369ffffff,8743a130dffffff,8,16.047008962741522,2735,1987,7.913886714856082,7.594381242551817,9.683340068697419,2.1972245773362196,0.0,0.0,0.08235997868924791,0.6274085971376879,0.2887010771085761,0.0015303470644881104,0.0,0.0,0.0
31714,8743a1369ffffff,8743a1340ffffff,12,7.686722325691793,2735,1109,7.913886714856082,7.011213987350367,8.947379832111778,2.5649493574615367,0.024757870957724568,0.4472511404985191,0.5021322646440044,0.025858723899752002,0.0,0.0,0.0,0.0,0.0
31715,8743a1369ffffff,8743a1341ffffff,3,5.911349148207993,2735,378,7.913886714856082,5.934894195619588,8.68479851842954,1.3862943611198906,0.1367004905459896,0.5909052563290819,0.2713850162442656,0.0010092368806630127,0.0,0.0,0.0,0.0,0.0
31716,8743a1369ffffff,8743a1342ffffff,1,9.702464298127495,2735,224,7.913886714856082,5.4116460518550396,9.180238244867542,0.6931471805599453,5.2680180058414634e-05,0.19806786631155615,0.663230927271233,0.13864852623715254,0.0,0.0,0.0,0.0,0.0
31718,8743a1369ffffff,8743a1344ffffff,8,8.028024313993942,2735,621,7.913886714856082,6.431331081933479,8.990818294451856,2.1972245773362196,0.015336796791770985,0.40585213821045474,0.5417927360022462,0.03701832899552814,0.0,0.0,0.0,0.0,0.0
31719,8743a1369ffffff,8743a1345ffffff,23,5.874915470578879,2735,1001,7.913886714856082,6.90875477931522,8.678617151652324,3.1780538303479458,0.1403875363524331,0.5919306489504911,0.2667888443767538,0.000892970320321958,0.0,0.0,0.0,0.0,0.0
31721,8743a1369ffffff,8743a1348ffffff,4,6.2539185912860695,2735,143,7.913886714856082,4.962844630259907,8.741123407834072,1.6094379124341003,0.10513846423544264,0.5766142427362698,0.31561855830906616,0.0026287347192214317,0.0,0.0,0.0,0.0,0.0
31722,8743a1369ffffff,8743a1349ffffff,2,6.417832421237491,2735,43,7.913886714856082,3.7612001156935624,8.766991514293549,1.0986122886681098,0.09193220828066165,0.5670134298014522,0.33725410073449974,0.003800261183386466,0.0,0.0,0.0,0.0,0.0
31724,8743a1369ffffff,8743a134bffffff,2,8.312554779144842,2735,114,7.913886714856082,4.736198448394496,9.025642567638354,1.0986122886681098,0.009609903921087248,0.36993750707071726,0.5719876195733646,0.04846496943483095,0.0,0.0,0.0,0.0,0.0
31725,8743a1369ffffff,8743a134cffffff,5,4.583170904963747,2735,283,7.913886714856082,5.645446897643238,8.430364540632338,1.791759469228055,0.31672284277272855,0.5543356528811545,0.12836212359367602,0.0,0.0,0.0,0.0,0.0,0.0
31726,8743a1369ffffff,8743a134dffffff,11,4.156769826393557,2735,313,7.913886714856082,5.746203190540153,8.332734110078007,2.4849066497880004,0.3894216883863841,0.5100168000677995,0.09576496787439197,0.0,0.0,0.0,0.0,0.0,0.0
31727,8743a1369ffffff,8743a134effffff,15,6.873855363680154,2735,363,7.913886714856082,5.8944028342648505,8.83562588430331,2.772588722239781,0.06110224935347106,0.532164820884379,0.3979599538859552,0.008772975876194864,0.0,0.0,0.0,0.0,0.0
31728,8743a1369ffffff,8743a1350ffffff,1,13.519811054280689,2735,1394,7.913886714856082,7.2399325913204695,9.511985337019619,0.6931471805599453,0.0,0.004324045011503513,0.3455326125046802,0.5920004290999915,0.05814291338382497,0.0,0.0,0.0,0.0
31730,8743a1369ffffff,8743a1352ffffff,1,15.593589794711901,2735,885,7.913886714856082,6.785587645007929,9.654679325054527,0.6931471805599453,0.0,0.0,0.11407579651225738,0.6534093156040465,0.23223602031275462,0.0002788675709415079,0.0,0.0,0.0
31732,8743a1369ffffff,8743a1354ffffff,1,13.482649085299048,2735,723,7.913886714856082,6.583409222158765,9.509233051489874,0.6931471805599453,0.0,0.004657971522509599,0.35047491953610943,0.588546429300443,0.056320679640938204,0.0,0.0,0.0,0.0
31733,8743a1369ffffff,8743a1355ffffff,3,11.526912789096334,2735,631,7.913886714856082,6.447305862541213,9.352526572513366,1.3862943611198906,0.0,0.05585805418546995,0.5876479206914754,0.35174743824137245,0.004746586881682212,0.0,0.0,0.0,0.0
31739,8743a1369ffffff,8743a135dffffff,3,9.163938685262359,2735,77,7.913886714856082,4.343805421853684,9.123140470154576,1.3862943611198906,0.0011688112466073691,0.26152554233836356,0.6410443482798481,0.09626129813518096,0.0,0.0,0.0,0.0,0.0
31740,8743a1369ffffff,8743a1361ffffff,1,6.161533393677722,2735,77,7.913886714856082,4.343805421853684,8.726243237188632,0.6931471805599453,0.11311059730776755,0.5812651180044622,0.3035348257681511,0.0020894589196191536,0.0,0.0,0.0,0.0,0.0
31741,8743a1369ffffff,8743a1362ffffff,22,9.03794414179268,2735,940,7.913886714856082,6.84587987526405,9.109297648090488,3.1354942159291497,0.0017808644358666818,0.27722793162326353,0.6332063365659591,0.08778486737491069,0.0,0.0,0.0,0.0,0.0
31742,8743a1369ffffff,8743a1363ffffff,43,6.779433873638409,2735,1326,7.913886714856082,7.189922170745808,8.821796372048974,3.784189633918261,0.06680772113980982,0.5402795201286237,0.38540026197557814,0.0075124967559884355,0.0,0.0,0.0,0.0,0.0
31743,8743a1369ffffff,8743a1368ffffff,484,2.260461515197965,2735,4873,7.913886714856082,8.491465042843506,7.723766571394354,6.184148890937483,0.5982368701044228,0.2218793486066829,0.01540033219905126,0.0,0.0,0.0,0.0,0.0,0.0
31744,8743a1369ffffff,8743a1369ffffff,190,0.0,2735,2735,7.913886714856082,7.913886714856082,0.0,5.25227342804663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31745,8743a1369ffffff,8743a136affffff,376,3.8444177123204812,2735,7513,7.913886714856082,8.92439013236916,8.25463751383375,5.932245187448011,0.44179463013386333,0.47010198743543824,0.07575833915868518,0.0,0.0,0.0,0.0,0.0,0.0
31746,8743a1369ffffff,8743a136bffffff,219,2.291885664879097,2735,3632,7.913886714856082,8.197538739721184,7.737566418936611,5.393627546352362,0.5981797266916241,0.2268807459981809,0.016051572373548567,0.0,0.0,0.0,0.0,0.0,0.0
31747,8743a1369ffffff,8743a136cffffff,56,4.104711971284043,2735,971,7.913886714856082,6.878326468291325,8.320134446868021,4.04305126783455,0.3982928874049429,0.5037543706968802,0.09221186387914035,0.0,0.0,0.0,0.0,0.0,0.0
31748,8743a1369ffffff,8743a136dffffff,227,2.4377693770333533,2735,2400,7.913886714856082,7.783224016336037,7.799248837383296,5.429345628954441,0.5957898256143507,0.2503253210013873,0.01931597293358321,0.0,0.0,0.0,0.0,0.0,0.0
31749,8743a1369ffffff,8743a136effffff,58,4.520272902396188,2735,1463,7.913886714856082,7.288244401020124,8.416548848754433,4.07753744390572,0.32731755860659456,0.5486496995430227,0.12314951403367509,0.0,0.0,0.0,0.0,0.0,0.0
31750,8743a1369ffffff,8743a1370ffffff,3,12.445133528596706,2735,1010,7.913886714856082,6.917705609835305,9.429165293707053,1.3862943611198906,0.0,0.022235318636814876,0.4859942116305657,0.47227891510908254,0.01949155462353676,0.0,0.0,0.0,0.0
31751,8743a1369ffffff,8743a1371ffffff,12,10.226160299465931,2735,1001,7.913886714856082,6.90875477931522,9.23280223482671,2.5649493574615367,0.0,0.14505818266677392,0.664666998447656,0.19025939521118013,1.5423674390023597e-05,0.0,0.0,0.0,0.0
31752,8743a1369ffffff,8743a1372ffffff,17,13.87951059755569,2735,6377,7.913886714856082,8.760453046315272,9.538241019951599,2.8903717578961645,0.0,0.0018756940322202861,0.29819845483423696,0.6220738887237273,0.07785196240981553,0.0,0.0,0.0,0.0
31753,8743a1369ffffff,8743a1373ffffff,4,11.744909724661653,2735,995,7.913886714856082,6.902742737158593,9.37126035042903,1.6094379124341003,0.0,0.04598623448397593,0.5661292447606192,0.38080086209450353,0.007083658660901552,0.0,0.0,0.0,0.0
31755,8743a1369ffffff,8743a1375ffffff,9,11.295803420545257,2735,560,7.913886714856082,6.327936783729195,9.332275081543862,2.302585092994046,0.0,0.06776739876974891,0.6082055742877788,0.3211259710061446,0.0029010559363278495,0.0,0.0,0.0,0.0
31756,8743a1369ffffff,8743a1376ffffff,1,14.675194394519048,2735,70,7.913886714856082,4.248495242049359,9.593982031130093,0.6931471805599453,0.0,4.568875076523863e-05,0.20112013458950315,0.6625837856648885,0.1362503909948432,0.0,0.0,0.0,0.0
31806,8743a1369ffffff,8743acc12ffffff,3,11.764579300666197,2735,283,7.913886714856082,5.645446897643238,9.372933539274891,1.3862943611198906,0.0,0.045157616976398814,0.5640948277044033,0.3834216335287578,0.007325921790440253,0.0,0.0,0.0,0.0
31807,8743a1369ffffff,8743acc16ffffff,1,11.545921110734493,2735,69,7.913886714856082,4.23410650459726,9.354174109914531,0.6931471805599453,0.0,0.05494592560367268,0.585849998247592,0.35427800454689934,0.004926071601836042,0.0,0.0,0.0,0.0
31808,8743a1369ffffff,8743acc80ffffff,16,10.23067882434079,2735,1866,7.913886714856082,7.531552381407289,9.233243953432638,2.833213344056216,0.0,0.14464667190232006,0.6645872580574542,0.1907497033099731,1.6366730252536648e-05,0.0,0.0,0.0,0.0
31809,8743a1369ffffff,8743acc81ffffff,2,12.33416245241948,2735,692,7.913886714856082,6.539585955617669,9.420209198914794,1.0986122886681098,0.0,0.025260374117417148,0.4996030956742696,0.4581801958153134,0.01695633439299994,0.0,0.0,0.0,0.0
31810,8743a1369ffffff,8743acc82ffffff,1,10.430755685552354,2735,1086,7.913886714856082,6.990256500493881,9.252609864179032,0.6931471805599453,0.0,0.1271955381029773,0.6595643559047423,0.21313353677111296,0.00010656922116756902,0.0,0.0,0.0,0.0
31811,8743a1369ffffff,8743acc83ffffff,3,12.32183675942266,2735,1860,7.913886714856082,7.528331766707247,9.419209467029209,1.3862943611198906,0.0,0.025612376127467,0.5010970292055943,0.4566014613218788,0.01668913334506006,0.0,0.0,0.0,0.0
31812,8743a1369ffffff,8743acc84ffffff,3,8.33093909630426,2735,384,7.913886714856082,5.950642552587727,9.02785149274112,1.3862943611198906,0.009299220560902646,0.3675898617323807,0.5738345357786463,0.049276381928070365,0.0,0.0,0.0,0.0,0.0
31814,8743a1369ffffff,8743acc86ffffff,1,8.213277177041606,2735,1201,7.913886714856082,7.0909098220799835,9.013629038412914,0.6931471805599453,0.011407790858264653,0.38256833921483013,0.5617871105399795,0.044236759386925756,0.0,0.0,0.0,0.0,0.0
31820,8743a1369ffffff,8743acc8dffffff,2,16.669253851291028,2735,1392,7.913886714856082,7.238496840894365,9.72138120366075,1.0986122886681098,0.0,0.0,0.049267819289978323,0.5738152218104219,0.3707153282510158,0.006201630648584127,0.0,0.0,0.0
31821,8743a1369ffffff,8743acc8effffff,1,14.321806456039777,2735,2165,7.913886714856082,7.68017564043659,9.569608402879782,0.6931471805599453,0.0,0.0004159103138464366,0.24243721978253618,0.6495165382854329,0.10763033161818446,0.0,0.0,0.0,0.0
31823,8743a1369ffffff,8743acc91ffffff,5,11.110565263171578,2735,3928,7.913886714856082,8.275885669474356,9.315741760484144,1.791759469228055,0.0,0.07845094916284066,0.6228113443019383,0.29691141127328563,0.0018262952619353165,0.0,0.0,0.0,0.0
31827,8743a1369ffffff,8743acc95ffffff,4,8.719194424105059,2735,873,7.913886714856082,6.771935555839602,9.073396812996789,1.6094379124341003,0.004202228118278567,0.3177512837783823,0.6094526059734809,0.06859388212985826,0.0,0.0,0.0,0.0,0.0
31828,8743a1369ffffff,8743acc96ffffff,1,8.774003596036804,2735,104,7.913886714856082,4.6443908991413725,9.079662458138747,0.6931471805599453,0.00368550992139543,0.31072812756367735,0.6139149992082301,0.07167136330669724,0.0,0.0,0.0,0.0,0.0
31833,8743a1369ffffff,8743acc9cffffff,1,12.72946238091445,2735,1779,7.913886714856082,7.483806687665835,9.451753013037495,0.6931471805599453,0.0,0.01560719448084885,0.4500056667263287,0.5072746069219062,0.027112531870916386,0.0,0.0,0.0,0.0
31834,8743a1369ffffff,8743acc9dffffff,3,14.52198411851121,2735,2225,7.913886714856082,7.707512194600341,9.583487785066698,1.3862943611198906,0.0,0.00014563498447992576,0.21860133352121605,0.6579636043018863,0.1232894271924178,0.0,0.0,0.0,0.0
31836,8743a1369ffffff,8743acca0ffffff,5,8.037053736004694,2735,1441,7.913886714856082,7.273092595999522,8.99194226023247,1.791759469228055,0.015127084340081323,0.40472792364600346,0.5427945139335041,0.03735047808041111,0.0,0.0,0.0,0.0,0.0
31837,8743a1369ffffff,8743acca1ffffff,35,10.240605167769838,2735,2262,7.913886714856082,7.724004656676065,9.234213640973794,3.58351893845611,0.0,0.14374539504230535,0.6644067481439504,0.1918292850312157,1.8571782528584898e-05,0.0,0.0,0.0,0.0
31838,8743a1369ffffff,8743acca2ffffff,21,6.785282421761675,2735,1502,7.913886714856082,7.31455283232408,8.822658562774897,3.091042453358316,0.06644441323932353,0.5397896424221007,0.3861791288319345,0.007586815506641453,0.0,0.0,0.0,0.0,0.0
31839,8743a1369ffffff,8743acca3ffffff,4,9.048341553014707,2735,733,7.913886714856082,6.597145701886651,9.110447277474123,1.6094379124341003,0.0017237461770927998,0.2759235129463487,0.633888007032114,0.0884647338444447,0.0,0.0,0.0,0.0,0.0
31840,8743a1369ffffff,8743acca4ffffff,15,7.6951704808454044,2735,858,7.913886714856082,6.754604099487962,8.948478143977194,2.772588722239781,0.02448761103797939,0.44625664174083574,0.5031523242479693,0.026103422973215603,0.0,0.0,0.0,0.0,0.0
31841,8743a1369ffffff,8743acca5ffffff,4,9.678889190964739,2735,461,7.913886714856082,6.133398042996649,9.177805732990716,1.6094379124341003,6.622085289420022e-05,0.20068547528035857,0.6626746223052838,0.13657368156146335,0.0,0.0,0.0,0.0,0.0
31842,8743a1369ffffff,8743acca6ffffff,48,5.879832874555007,2735,3364,7.913886714856082,8.120886021092838,8.679453676194404,3.8918202981106265,0.13988607781538254,0.5917980738072267,0.2674077366335253,0.0009081117438655165,0.0,0.0,0.0,0.0,0.0
31845,8743a1369ffffff,8743accaaffffff,1,12.76554680096407,2735,616,7.913886714856082,6.423246963533519,9.454583497498124,0.6931471805599453,0.0,0.014874847597381188,0.44534306575175403,0.5115799655115344,0.02820212113933052,0.0,0.0,0.0,0.0
31846,8743a1369ffffff,8743accabffffff,1,15.004565892011476,2735,284,7.913886714856082,5.648974238161206,9.61617647072624,0.6931471805599453,0.0,0.0,0.16621049428600054,0.6666658331526196,0.16712367243446408,1.2691578600819237e-10,0.0,0.0,0.0
31847,8743a1369ffffff,8743accacffffff,3,12.466295556119713,2735,1783,7.913886714856082,7.48605261786314,9.430864139140224,1.3862943611198906,0.0,0.02168735537624079,0.48336820910474737,0.47494240443784036,0.02000203108117147,0.0,0.0,0.0,0.0
31849,8743a1369ffffff,8743accaeffffff,10,11.312049360187908,2735,1861,7.913886714856082,7.528869256642251,9.33371214905563,2.3978952727983707,0.0,0.06687965680569279,0.6068423586646058,0.32326644021612827,0.0030115443135730452,0.0,0.0,0.0,0.0
31850,8743a1369ffffff,8743accb0ffffff,73,4.1059973190018075,2735,1587,7.913886714856082,7.369600720526409,8.320447461168863,4.30406509320417,0.39807429818690626,0.5039109979584733,0.09229851655645975,0.0,0.0,0.0,0.0,0.0,0.0
31851,8743a1369ffffff,8743accb1ffffff,10,6.1652346890763114,2735,1193,7.913886714856082,7.084226422097916,8.726843669524603,2.3978952727983707,0.11278370726703896,0.5810897139332178,0.3040170816061985,0.0021094971935449215,0.0,0.0,0.0,0.0,0.0
31853,8743a1369ffffff,8743accb3ffffff,8,6.363659359517805,2735,619,7.913886714856082,6.428105272684596,8.75851599180884,2.1972245773362196,0.09616647006031287,0.5703717656466055,0.33008067664239404,0.0033810876506877962,0.0,0.0,0.0,0.0,0.0
31854,8743a1369ffffff,8743accb4ffffff,83,2.2611113544280252,2735,1268,7.913886714856082,7.145196134997171,7.724053883770328,4.430816798843313,0.5982373804931621,0.22198257488911335,0.015413617916052183,0.0,0.0,0.0,0.0,0.0,0.0
31855,8743a1369ffffff,8743accb5ffffff,34,4.522872258486228,2735,1038,7.913886714856082,6.945051063725834,8.417123600428477,3.5553480614894135,0.3268780279640316,0.548890938212574,0.12336208541499728,0.0,0.0,0.0,0.0,0.0,0.0
31856,8743a1369ffffff,8743accb6ffffff,18,2.437831909419931,2735,397,7.913886714856082,5.983936280687191,7.799274478013971,2.9444389791664403,0.5957880742317458,0.25033543829716204,0.019317459421454464,0.0,0.0,0.0,0.0,0.0,0.0
31868,8743a1369ffffff,8743acd98ffffff,34,4.585571173804612,2735,870,7.913886714856082,6.76849321164863,8.4308880029378,3.5553480614894135,0.31632036011216974,0.5545463063360262,0.12856390419375316,0.0,0.0,0.0,0.0,0.0,0.0
31869,8743a1369ffffff,8743acd99ffffff,28,5.916145289916618,2735,1010,7.913886714856082,6.917705609835305,8.685609397034117,3.367295829986474,0.1362199901333197,0.5907628798919968,0.27199187521049706,0.001025254764186496,0.0,0.0,0.0,0.0,0.0
31870,8743a1369ffffff,8743acd9affffff,203,2.292485732291522,2735,2463,7.913886714856082,7.809135398120538,7.737828093085469,5.318119993844216,0.5981770179821608,0.22697643979680643,0.01606418366705552,0.0,0.0,0.0,0.0,0.0,0.0
31871,8743a1369ffffff,8743acd9bffffff,205,3.846529752939489,2735,4836,7.913886714856082,8.483843211734683,8.255186598740831,5.327876168789581,0.44144975826835575,0.47038949559379206,0.07588326778566028,0.0,0.0,0.0,0.0,0.0,0.0
31872,8743a1369ffffff,8743acd9cffffff,2,6.257033350310423,2735,17,7.913886714856082,2.833213344056216,8.741621253442883,1.0986122886681098,0.10487642340207952,0.5764476638445405,0.31602753984328913,0.002648372910090944,0.0,0.0,0.0,0.0,0.0
31873,8743a1369ffffff,8743acd9dffffff,2,6.879255965538155,2735,20,7.913886714856082,2.995732273553991,8.836411134528664,1.0986122886681098,0.06078612273836998,0.5316876502959051,0.3986771789982389,0.00884904796748605,0.0,0.0,0.0,0.0,0.0
31874,8743a1369ffffff,8743acd9effffff,8,4.157751509909533,2735,153,7.913886714856082,5.030437921392435,8.332970190400738,2.1972245773362196,0.3892540801073162,0.51013327615004,0.09583283289804727,0.0,0.0,0.0,0.0,0.0,0.0
31885,8743a136affffff,8743a1220ffffff,3,15.585168298470837,7513,5552,8.92439013236916,8.62191350218664,9.654139152399285,1.3862943611198906,0.0,0.0,0.11473110962022597,0.6537712870154428,0.23123043741426907,0.0002671659500621227,0.0,0.0,0.0
31886,8743a136affffff,8743a1221ffffff,3,13.98021972968408,7513,2040,8.92439013236916,7.620705086838262,9.545470260171033,1.3862943611198906,0.0,0.0014140297699196135,0.285201640383012,0.629310683987401,0.08407364585966727,0.0,0.0,0.0,0.0
31888,8743a136affffff,8743a1223ffffff,1,16.181036923508756,7513,880,8.92439013236916,6.779921907472252,9.691657074129411,0.6931471805599453,0.0,0.0,0.07426344895062444,0.6174622070559871,0.3060778543344014,0.002196489658987164,0.0,0.0,0.0
31889,8743a136affffff,8743a1224ffffff,14,15.3565293861082,7513,4105,8.92439013236916,8.31996102188653,9.639361146505776,2.70805020110221,0.0,0.0,0.13349556599596926,0.6617634169094726,0.20468059097150676,6.0426123051219374e-05,0.0,0.0,0.0
31890,8743a136affffff,8743a1225ffffff,4,13.512429792654132,7513,2188,8.92439013236916,7.690743163541872,9.511439269397318,1.6094379124341003,0.0,0.004389056304052295,0.34651382092475724,0.5913192307075025,0.057777892063688135,0.0,0.0,0.0,0.0
31891,8743a136affffff,8743a1226ffffff,2,17.335176521726854,7513,1494,8.92439013236916,7.309212365692763,9.760550725543615,1.0986122886681098,0.0,0.0,0.025231558377404713,0.4994800227688828,0.4583099749846493,0.016978443869063116,0.0,0.0,0.0
31905,8743a136affffff,8743a1245ffffff,1,15.985693780587265,7513,31,8.92439013236916,3.4339872044851463,9.679512016505301,0.6931471805599453,0.0,0.0,0.08625220996640262,0.6316337471730475,0.28083711963724406,0.0012769232233058258,0.0,0.0,0.0
31909,8743a136affffff,8743a1260ffffff,1,11.162145726967186,7513,550,8.92439013236916,6.309918278226516,9.320373071392229,0.6931471805599453,0.0,0.07537098258021355,0.6189216546500322,0.303614597565858,0.002092765203896333,0.0,0.0,0.0,0.0
31911,8743a136affffff,8743a1262ffffff,3,12.830517047766776,7513,1700,8.92439013236916,7.438383530044307,9.459659692846182,1.3862943611198906,0.0,0.013614680748730401,0.4369040452444096,0.5192444577116344,0.030236816295225566,0.0,0.0,0.0,0.0
31912,8743a136affffff,8743a1263ffffff,1,13.569361213251067,7513,3765,8.92439013236916,8.233503140233994,9.515643370989833,0.6931471805599453,0.0,0.0039041700211432597,0.3389525820411393,0.5965100832040782,0.06063316473363931,0.0,0.0,0.0,0.0
31914,8743a136affffff,8743a1265ffffff,2,9.749019463431988,7513,236,8.92439013236916,5.4638318050256105,9.185024560239334,1.0986122886681098,3.161914527642376e-05,0.19295076691254218,0.6642102557677809,0.14280735817440057,0.0,0.0,0.0,0.0,0.0
